EMPLOYEE_ID,FIRST_NAME,LAST_NAME,EMAIL,PHONE_NUMBER,HIRE_DATE,JOB_ID,SALARY,COMMISSION_PCT,MANAGER_ID,DEPARTMENT_ID
177,JACK,LIVINGSTON,JLIVINGS,011.44.1644.429264,23-Apr-06,SA_REP,8400,0.2,149,80
178,KIMBERELY,GRANT,KGRANT,011.44.1644.429263,24-May-07,SA_REP,7000,0.15,149,
179,CHARLES,JOHNSON,CJOHNSON,011.44.1644.429262,4-Jan-08,SA_REP,6200,0.1,149,80
180,WINSTON,TAYLOR,WTAYLOR,650.507.9876,24-Jan-06,SH_CLERK,3200,,120,50
181,JEAN,FLEAUR,JFLEAUR,650.507.9877,23-Feb-06,SH_CLERK,3100,,120,50
182,MARTHA,SULLIVAN,MSULLIVA,650.507.9878,21-Jun-07,SH_CLERK,2500,,120,50
183,GIRARD,GEONI,GGEONI,650.507.9879,3-Feb-08,SH_CLERK,2800,,120,50
184,NANDITA,SARCHAND,NSARCHAN,650.509.1876,27-Jan-04,SH_CLERK,4200,,121,50
185,ALEXIS,BULL,ABULL,650.509.2876,20-Feb-05,SH_CLERK,4100,,121,50
186,JULIA,DELLINGER,JDELLING,650.509.3876,24-Jun-06,SH_CLERK,3400,,121,50
187,ANTHONY,CABRIO,ACABRIO,650.509.4876,7-Feb-07,SH_CLERK,3000,,121,50
188,KELLY,CHUNG,KCHUNG,650.505.1876,14-Jun-05,SH_CLERK,3800,,122,50
189,JENNIFER,DILLY,JDILLY,650.505.2876,13-Aug-05,SH_CLERK,3600,,122,50
190,TIMOTHY,GATES,TGATES,650.505.3876,11-Jul-06,SH_CLERK,2900,,122,50
191,RANDALL,PERKINS,RPERKINS,650.505.4876,19-Dec-07,SH_CLERK,2500,,122,50
192,SARAH,BELL,SBELL,650.501.1876,4-Feb-04,SH_CLERK,4000,,123,50
193,BRITNEY,EVERETT,BEVERETT,650.501.2876,3-Mar-05,SH_CLERK,3900,,123,50
194,SAMUEL,MCCAIN,SMCCAIN,650.501.3876,1-Jul-06,SH_CLERK,3200,,123,50
195,VANCE,JONES,VJONES,650.501.4876,17-Mar-07,SH_CLERK,2800,,123,50
196,ALANA,WALSH,AWALSH,650.507.9811,24-Apr-06,SH_CLERK,3100,,124,50
197,KEVIN,FEENEY,KFEENEY,650.507.9822,23-May-06,SH_CLERK,3000,,124,50
198,DONALD,OCONNELL,DOCONNEL,650.507.9833,21-Jun-07,SH_CLERK,2600,,124,50
199,DOUGLAS,GRANT,DGRANT,650.507.9844,13-Jan-08,SH_CLERK,2600,,124,50
200,JENNIFER,WHALEN,JWHALEN,515.123.4444,17-Sep-03,AD_ASST,4400,,101,10
201,MICHAEL,HARTSTEIN,MHARTSTE,515.123.5555,17-Feb-04,MK_MAN,13000,,100,20
202,PAT,FAY,PFAY,603.123.6666,17-Aug-05,MK_REP,6000,,201,20
203,SUSAN,MAVRIS,SMAVRIS,515.123.7777,7-Jun-02,HR_REP,6500,,101,40
204,HERMANN,BAER,HBAER,515.123.8888,7-Jun-02,PR_REP,10000,,101,70
205,SHELLEY,HIGGINS,SHIGGINS,515.123.8080,7-Jun-02,AC_MGR,12008,,101,110
206,WILLIAM,GIETZ,WGIETZ,515.123.8181,7-Jun-02,AC_ACCOUNT,8300,,205,110
